lead_hour,station,rmse,mae,r2,rmsle
1,Dingling,18.518535614013672,10.828520774841309,0.9287541641140954,0.3788619339466095
1,Changping,18.238523483276367,10.881851196289062,0.9369759514460098,0.3626810312271118
1,Huairou,19.29860496520996,10.919188499450684,0.9214106203308547,0.3894781172275543
1,Shunyi,20.73934555053711,11.875556945800781,0.9361901711357189,0.36994028091430664
1,Wanliu,18.623016357421875,11.133733749389648,0.9479396751528879,0.34503230452537537
1,Guanyuan,19.45743751525879,11.934002876281738,0.9478653270534309,0.35007017850875854
1,Aotizhongxin,18.541954040527344,11.293802261352539,0.9508612543875806,0.34735772013664246
1,Nongzhanguan,21.16202163696289,12.453383445739746,0.9428712568951283,0.3680008053779602
1,Gucheng,21.259971618652344,12.17353630065918,0.9437495188401371,0.35961565375328064
1,Wanshouxigong,23.05088996887207,12.739731788635254,0.9376808912829756,0.35262981057167053
1,Tiantan,18.97966194152832,11.900328636169434,0.9495538646445614,0.3597859740257263
1,Dongsi,21.889474868774414,13.026890754699707,0.942273456998909,0.38968947529792786
2,Dingling,23.85487174987793,13.415931701660156,0.881788094329552,0.42927053570747375
2,Changping,24.12676239013672,14.036205291748047,0.8897171512221989,0.4171333909034729
2,Huairou,24.41799545288086,13.54366683959961,0.8741739595345462,0.4058407247066498
2,Shunyi,27.610004425048828,15.555810928344727,0.8869004809956867,0.3854495584964752
2,Wanliu,26.51265525817871,15.431182861328125,0.8944817817952475,0.3969133794307709
2,Guanyuan,27.490720748901367,16.172304153442383,0.8959241460143792,0.39392969012260437
2,Aotizhongxin,26.217912673950195,15.348616600036621,0.9017539153836767,0.39309725165367126
2,Nongzhanguan,29.16254425048828,16.7641544342041,0.8914994900469726,0.3945951759815216
2,Gucheng,29.644134521484375,16.60443115234375,0.8906342404683946,0.40698108077049255
2,Wanshouxigong,31.81606674194336,17.572519302368164,0.8812712427581068,0.3996717631816864
2,Tiantan,26.66392707824707,15.982691764831543,0.900431931889134,0.4053743779659271
2,Dongsi,30.652233123779297,17.581867218017578,0.8867970865976639,0.424775630235672
3,Dingling,27.40313148498535,15.393449783325195,0.8440117344274498,0.4775775671005249
3,Changping,28.0606746673584,16.393922805786133,0.8508251061230176,0.45362091064453125
3,Huairou,28.505062103271484,16.06073760986328,0.8285187823540097,0.4677499234676361
3,Shunyi,33.71360397338867,19.263601303100586,0.8313665508834358,0.4432205557823181
3,Wanliu,31.70888900756836,18.749191284179688,0.849069707291328,0.45634087920188904
3,Guanyuan,33.33393478393555,19.841796875,0.8469760793234764,0.4431212246417999
3,Aotizhongxin,31.926502227783203,18.94116973876953,0.8543190115448553,0.44556725025177
3,Nongzhanguan,35.271278381347656,20.578889846801758,0.8412735034223302,0.45574891567230225
3,Gucheng,34.87184524536133,19.88296890258789,0.8486619473816336,0.45736008882522583
3,Wanshouxigong,37.97446823120117,21.40807342529297,0.8308580382930651,0.4506000876426697
3,Tiantan,32.441856384277344,19.546215057373047,0.852611318934236,0.45508909225463867
3,Dongsi,36.939666748046875,21.523550033569336,0.8356016031886173,0.4691927134990692
4,Dingling,29.28652572631836,16.581377029418945,0.8218344093611268,0.5036311149597168
4,Changping,29.882925033569336,17.624027252197266,0.8308226201125125,0.47582706809043884
4,Huairou,30.471525192260742,17.358028411865234,0.8040369349371701,0.4835738241672516
4,Shunyi,37.827980041503906,21.648181915283203,0.7876944128703298,0.477236270904541
4,Wanliu,33.83919906616211,20.222522735595703,0.8281130641372197,0.48407185077667236
4,Guanyuan,36.420989990234375,21.77940559387207,0.8173216510471951,0.469365656375885
4,Aotizhongxin,35.15843200683594,20.77020263671875,0.8233335323454698,0.4711769223213196
4,Nongzhanguan,39.06907272338867,22.928152084350586,0.8052478797824454,0.4909510910511017
4,Gucheng,37.695556640625,21.82086753845215,0.8231654670315897,0.49112045764923096
4,Wanshouxigong,40.981903076171875,23.393821716308594,0.8030042745036235,0.4780282974243164
4,Tiantan,35.93062973022461,21.453876495361328,0.8192097257982958,0.4812610149383545
4,Dongsi,40.534671783447266,23.707679748535156,0.802064303793559,0.4948350191116333
5,Dingling,31.208797454833984,18.1225528717041,0.7976730710571619,0.6020303964614868
5,Changping,31.983312606811523,19.113811492919922,0.806206905187238,0.6102975606918335
5,Huairou,32.31410598754883,18.831907272338867,0.7796151548624737,0.5944386720657349
5,Shunyi,41.06136703491211,23.581289291381836,0.7498491291133011,0.5761133432388306
5,Wanliu,36.88202667236328,22.163541793823242,0.7958239130102414,0.5416556596755981
5,Guanyuan,39.450172424316406,23.809329986572266,0.7856788181367851,0.5552621483802795
5,Aotizhongxin,38.18939208984375,22.753860473632812,0.7915649887874223,0.5558340549468994
5,Nongzhanguan,42.514400482177734,24.967260360717773,0.7693851768628291,0.5947498679161072
5,Gucheng,40.80341339111328,23.915016174316406,0.7928213501652405,0.6486877202987671
5,Wanshouxigong,44.322296142578125,25.458505630493164,0.7695804690057935,0.5767019391059875
5,Tiantan,39.1229248046875,23.516511917114258,0.7856523790664653,0.5789290070533752
5,Dongsi,44.395999908447266,26.20650291442871,0.762575157501171,0.6395998001098633
6,Dingling,33.423095703125,19.188488006591797,0.7679439072583013,0.5397904515266418
6,Changping,33.71072769165039,19.641809463500977,0.7847110853818705,0.509484589099884
6,Huairou,34.088409423828125,19.60848617553711,0.7547414731748006,0.5245661735534668
6,Shunyi,43.851810455322266,24.91959571838379,0.7147008515225433,0.5311283469200134
6,Wanliu,39.334938049316406,23.3743839263916,0.767776678222589,0.5243967771530151
6,Guanyuan,41.67673110961914,24.839887619018555,0.760815344499885,0.5107032656669617
6,Aotizhongxin,41.00521469116211,24.024141311645508,0.7597056157253559,0.5174956321716309
6,Nongzhanguan,45.484375,26.282081604003906,0.7360554728617243,0.538318395614624
6,Gucheng,42.70754623413086,24.614994049072266,0.7730462520390463,0.5208016037940979
6,Wanshouxigong,47.2136344909668,26.489418029785156,0.7385595472678754,0.5179615616798401
6,Tiantan,41.46862030029297,24.47873306274414,0.7591864057606479,0.524164617061615
6,Dongsi,47.12833023071289,27.330949783325195,0.7324721534237602,0.5340035557746887
7,Dingling,34.21949768066406,19.615060806274414,0.7567517941880586,0.559709370136261
7,Changping,34.58100891113281,20.22720718383789,0.7734475822888227,0.5615310668945312
7,Huairou,34.980587005615234,20.407930374145508,0.7417180094958467,0.5591566562652588
7,Shunyi,45.67628860473633,25.942413330078125,0.6904773416426244,0.5729348063468933
7,Wanliu,40.51691436767578,24.217199325561523,0.7536217725639681,0.548170268535614
7,Guanyuan,43.10801696777344,25.823013305664062,0.7441230051106359,0.5586432218551636
7,Aotizhongxin,42.5828971862793,25.01681900024414,0.7408773404778066,0.5564063787460327
7,Nongzhanguan,46.95722579956055,27.305458068847656,0.7187095388103293,0.5711517333984375
7,Gucheng,44.59520721435547,25.79347801208496,0.7525507781032028,0.5852711200714111
7,Wanshouxigong,49.2389030456543,27.68330192565918,0.7156721294885003,0.5666893124580383
7,Tiantan,43.427677154541016,25.643110275268555,0.735903875923273,0.5677812099456787
7,Dongsi,49.15026092529297,28.606487274169922,0.7090533164249876,0.5889565348625183
8,Dingling,35.759429931640625,20.359344482421875,0.7343571423646502,0.559377133846283
8,Changping,35.91729736328125,20.947124481201172,0.7555927009755623,0.5554695725440979
8,Huairou,37.03017807006836,21.42893409729004,0.7105556999013496,0.5578498244285583
8,Shunyi,47.482845306396484,26.900514602661133,0.6655175121654708,0.5793271064758301
8,Wanliu,41.96768569946289,24.987329483032227,0.7356740840158081,0.549117922782898
8,Guanyuan,44.156166076660156,26.442934036254883,0.7315451642685864,0.5511930584907532
8,Aotizhongxin,44.073917388916016,25.803478240966797,0.7224349943171133,0.5578096508979797
8,Nongzhanguan,48.78072738647461,28.277244567871094,0.6964574079118988,0.5701746940612793
8,Gucheng,45.79301452636719,26.317245483398438,0.7390829095798408,0.5673725008964539
8,Wanshouxigong,50.75208282470703,28.53005599975586,0.6979544056039785,0.5628714561462402
8,Tiantan,44.70705795288086,26.342538833618164,0.720128316147937,0.562698483467102
8,Dongsi,51.01664733886719,29.454252243041992,0.6865612832901733,0.5931739807128906
9,Dingling,37.20586395263672,21.64976692199707,0.7124136268279513,0.5999930500984192
9,Changping,37.51627731323242,21.564699172973633,0.7333367449262223,0.5301679968833923
9,Huairou,39.4586181640625,23.24955940246582,0.6713393759919106,0.5806629061698914
9,Shunyi,48.7253303527832,27.82544708251953,0.647790122905506,0.5878386497497559
9,Wanliu,44.316184997558594,27.292011260986328,0.705276686101013,0.5969341993331909
9,Guanyuan,45.293331146240234,27.25836944580078,0.7175564300739795,0.5486961007118225
9,Aotizhongxin,45.66066360473633,27.012022018432617,0.7021065298033204,0.5671291947364807
9,Nongzhanguan,50.27268600463867,29.60320281982422,0.6776288840091362,0.5814476609230042
9,Gucheng,46.885009765625,26.83844566345215,0.7264936837454006,0.5362347960472107
9,Wanshouxigong,52.25395584106445,29.710126876831055,0.679843263982574,0.5630369782447815
9,Tiantan,46.00645446777344,27.41441535949707,0.7036412232352489,0.564284086227417
9,Dongsi,52.08240509033203,30.047212600708008,0.6733428321220034,0.5714576840400696
10,Dingling,39.191246032714844,22.139001846313477,0.680873831772923,0.589479386806488
10,Changping,39.432193756103516,22.271114349365234,0.7053964740395107,0.5510878562927246
10,Huairou,40.69441223144531,23.113988876342773,0.6504144645844785,0.5574366450309753
10,Shunyi,50.171958923339844,28.01123046875,0.6265723815698293,0.5645841360092163
