lead_hour,station,rmse,mae,r2,rmsle
1,mean,22.22480837504069,13.504675070444742,0.9254176974818905,0.4411597748597463
2,mean,28.979998270670574,17.020780007044475,0.875710955004565,0.505267471075058
3,mean,34.903094132741295,20.81424681345622,0.8202846455082677,0.6683741162220637
4,mean,38.510640939076744,23.08749993642171,0.7808288127322148,0.5841032763322195
5,mean,41.65745004018148,25.187557061513264,0.7440395295482416,0.635529230038325
6,mean,44.55633385976156,26.873854955037434,0.7068590693495548,0.6263082226117452
7,mean,45.85045019785563,27.38609568277995,0.690618651646485,0.6347467601299286
8,mean,47.39984607696533,28.204580942789715,0.6695442320734952,0.6309318194786707
9,mean,47.80784384409586,28.93260685602824,0.6631044771308487,0.6217374751965205
10,mean,49.6488561630249,29.697532653808594,0.637379974685249,0.6586452672878901
11,mean,51.146552403767906,30.38481791814168,0.615350777531079,0.6553826133410136
12,mean,51.936744689941406,31.30798578262329,0.6023517003335697,0.6966402729352316
13,mean,54.03588040669759,32.09563239415487,0.5709360652344173,0.7511565287907919
14,mean,54.53284517923991,33.01214869817098,0.5626241070672097,0.7260219355424246
15,mean,57.06964079538981,33.9532987276713,0.5222215932066704,0.7607019394636154
16,mean,59.34592946370443,35.34513314565023,0.4824428211366841,0.7783625721931458
17,mean,59.56320381164551,36.101359367370605,0.47868496601732513,0.8160662353038788
18,mean,61.481798807779946,37.561926205952965,0.44344072570656623,0.8298296978076299
19,mean,62.04374599456787,38.40639273325602,0.43339222713849,0.8617802560329437
20,mean,64.39789199829102,39.49482091267904,0.3897051614994091,0.8995925436417261
21,mean,64.661878267924,40.75391451517741,0.3837876158379401,0.9066129475831985
22,mean,66.15571721394856,42.03136380513509,0.3557836289838459,0.9407230714956919
23,mean,66.92114607493083,43.255357106526695,0.3399423839850881,0.9662312666575114
24,mean,68.04558722178142,43.8755890528361,0.31830817504013537,0.9815954267978668
