lead_hour,station,rmse,mae,r2,rmsle
1,Dingling,37.65322494506836,19.889694213867188,0.7054557934283173,0.6809440851211548
1,Changping,29.35456657409668,17.2666015625,0.8367405388825921,0.5360320210456848
1,Huairou,28.729703903198242,16.755470275878906,0.8258296350478224,0.6292837858200073
1,Shunyi,30.820728302001953,18.438617706298828,0.8590765555288231,0.6184165477752686
1,Wanliu,21.253854751586914,13.1940336227417,0.932191793515599,0.42968904972076416
1,Guanyuan,24.0839786529541,14.668295860290527,0.9201248210599743,0.4355507791042328
1,Aotizhongxin,20.623111724853516,13.036983489990234,0.9392114999514172,0.5031422972679138
1,Nongzhanguan,23.87322425842285,14.879732131958008,0.9272953003809654,0.5181611776351929
1,Gucheng,30.755756378173828,17.50004005432129,0.8822790629637339,0.4910001754760742
1,Wanshouxigong,28.18584632873535,16.459861755371094,0.9068231572789616,0.603227436542511
1,Tiantan,24.607702255249023,14.891936302185059,0.9152005547572117,0.5292818546295166
1,Dongsi,26.316017150878906,16.304014205932617,0.9165655939288586,0.5735673904418945
2,Dingling,38.31766891479492,20.096311569213867,0.6949961722306028,0.6088523864746094
2,Changping,30.95030975341797,18.09931755065918,0.8185153644208507,0.5047420859336853
2,Huairou,29.83955192565918,17.422391891479492,0.8120964030425956,0.5373037457466125
2,Shunyi,31.787092208862305,18.951139450073242,0.8500904169840533,0.5656811594963074
2,Wanliu,25.20746612548828,15.918627738952637,0.9046151594197072,0.45732688903808594
2,Guanyuan,27.79574203491211,16.560632705688477,0.8936018053875561,0.425812691450119
2,Aotizhongxin,24.772628784179688,15.457600593566895,0.912287157090058,0.4651738107204437
2,Nongzhanguan,28.28826904296875,17.096256256103516,0.8979075316813337,0.4507197141647339
2,Gucheng,33.03916549682617,18.526334762573242,0.8641492687103995,0.4550216794013977
2,Wanshouxigong,32.03086853027344,18.258689880371094,0.8796626761262458,0.49201735854148865
2,Tiantan,28.155824661254883,16.845979690551758,0.8889781715175875,0.4702783524990082
2,Dongsi,30.4033203125,18.278179168701172,0.8886281586145267,0.5017867684364319
3,Dingling,39.16583251953125,20.561491012573242,0.6813556023879196,0.6436046957969666
3,Changping,32.23658752441406,18.763710021972656,0.8031217865635873,0.5482358336448669
3,Huairou,31.205459594726562,18.317792892456055,0.794489631500028,0.5504255890846252
3,Shunyi,34.622920989990234,20.702070236206055,0.8221471745744644,0.6276840567588806
3,Wanliu,28.8944034576416,17.987680435180664,0.8746738024742178,0.5131651163101196
3,Guanyuan,32.01438903808594,19.20767593383789,0.8588514037159118,0.48876726627349854
3,Aotizhongxin,29.192413330078125,18.062448501586914,0.8782019925217459,0.5575844645500183
3,Nongzhanguan,33.01874542236328,20.027055740356445,0.8608996623666924,0.5243619084358215
3,Gucheng,36.002479553222656,20.466983795166016,0.8386893301547003,0.5049117207527161
3,Wanshouxigong,36.57035446166992,21.25035285949707,0.8431349076823935,0.5901464819908142
3,Tiantan,32.282196044921875,19.38844108581543,0.8540584811067944,0.547548234462738
3,Dongsi,35.50709533691406,21.614337921142578,0.84810553814881,0.62398362159729
4,Dingling,39.09116744995117,20.737951278686523,0.6825718801741725,0.6548207998275757
4,Changping,33.268245697021484,19.294342041015625,0.7903205688961202,0.5521730184555054
4,Huairou,32.72063064575195,19.45368003845215,0.7740412326323628,0.5724302530288696
4,Shunyi,37.92698287963867,22.505664825439453,0.7865816446606314,0.5825173854827881
4,Wanliu,32.96354293823242,20.7763671875,0.8368938004401266,0.5438210964202881
4,Guanyuan,35.74079132080078,21.86240577697754,0.8240813652068852,0.5305004715919495
4,Aotizhongxin,33.828433990478516,20.77893829345703,0.8364468339077423,0.5395410060882568
4,Nongzhanguan,37.47447204589844,22.668277740478516,0.8208210635389168,0.5515298843383789
4,Gucheng,39.16813659667969,22.403160095214844,0.8090795053542048,0.5097856521606445
4,Wanshouxigong,40.856143951416016,23.79376792907715,0.804211470736927,0.5651803016662598
4,Tiantan,36.579742431640625,22.039905548095703,0.8126184912455314,0.5445185899734497
4,Dongsi,39.97561264038086,24.064361572265625,0.807486542079681,0.5958570837974548
5,Dingling,39.772483825683594,21.138261795043945,0.6714018454287587,0.692374050617218
5,Changping,34.167625427246094,19.776020050048828,0.7788326806255501,0.5741552710533142
5,Huairou,34.415863037109375,20.472665786743164,0.750014538398159,0.5851456522941589
5,Shunyi,40.985347747802734,24.298574447631836,0.7507745398883692,0.6849729418754578
5,Wanliu,35.73320770263672,22.327808380126953,0.8083453626586037,0.5954688787460327
5,Guanyuan,38.50999069213867,23.580894470214844,0.7957725495832906,0.5823714137077332
5,Aotizhongxin,37.07026290893555,22.566326141357422,0.8036022552738371,0.5951402187347412
5,Nongzhanguan,40.6153564453125,24.53478240966797,0.7895273849861539,0.6507806777954102
5,Gucheng,41.21034622192383,23.7558650970459,0.788668334856019,0.5856949090957642
5,Wanshouxigong,44.16537857055664,26.0672664642334,0.7712090899925859,0.7030043005943298
5,Tiantan,39.348941802978516,23.882801055908203,0.7831686202454693,0.656781792640686
5,Dongsi,43.176292419433594,26.085235595703125,0.7754416391771303,0.7129963636398315
