lead_hour,station,rmse,mae,r2,rmsle
1,Dingling,32.23517608642578,17.23863410949707,0.7841230581684282,0.5721350312232971
1,Changping,27.816177368164062,15.829900741577148,0.8534040848573766,0.43798545002937317
1,Huairou,24.774551391601562,14.730693817138672,0.870483953400546,0.4721522033214569
1,Shunyi,31.330787658691406,18.471134185791016,0.8543735938263256,0.4464898109436035
1,Wanliu,24.0173397064209,15.414299011230469,0.913412208721906,0.4367341995239258
1,Guanyuan,28.67677116394043,16.869857788085938,0.8867558356552392,0.4011527895927429
1,Aotizhongxin,26.586803436279297,16.25745964050293,0.8989711820728584,0.40846484899520874
1,Nongzhanguan,29.90531349182129,18.002212524414062,0.8859127681538164,0.42315995693206787
1,Gucheng,31.357667922973633,18.347068786621094,0.8776262248344935,0.4280562102794647
1,Wanshouxigong,29.21377182006836,17.261280059814453,0.899902986599271,0.42857345938682556
1,Tiantan,25.080413818359375,15.890928268432617,0.9119112766708348,0.4227031171321869
1,Dongsi,27.873428344726562,17.283241271972656,0.9063978775879848,0.4452749490737915
2,Dingling,33.55438232421875,17.862886428833008,0.7661132746329442,0.5588917136192322
2,Changping,29.343494415283203,16.676240921020508,0.8368700972327401,0.46232569217681885
2,Huairou,26.595417022705078,15.549480438232422,0.8507329036349978,0.47246912121772766
2,Shunyi,33.52970504760742,19.597501754760742,0.8332033859365942,0.46614229679107666
2,Wanliu,27.305273056030273,17.168880462646484,0.8880783595583875,0.4598739743232727
2,Guanyuan,31.50644874572754,18.889556884765625,0.86329744313993,0.4383668005466461
2,Aotizhongxin,30.97724723815918,18.531227111816406,0.8628471977987284,0.4510134160518646
2,Nongzhanguan,32.98169708251953,19.620752334594727,0.8612199704468166,0.4421006739139557
2,Gucheng,35.08474349975586,20.05034065246582,0.8468064585141071,0.4470435380935669
2,Wanshouxigong,33.687618255615234,19.619258880615234,0.866892187215688,0.46231094002723694
2,Tiantan,29.82306480407715,18.254697799682617,0.8754406251830721,0.44500282406806946
2,Dongsi,33.05033493041992,20.062469482421875,0.8683911332060615,0.4906802177429199
3,Dingling,34.60053253173828,18.537187576293945,0.7513106817928678,0.574450671672821
3,Changping,31.07297706604004,17.568246841430664,0.8170782846639162,0.48118653893470764
3,Huairou,28.731342315673828,16.90550422668457,0.8257854482316522,0.5277808308601379
3,Shunyi,36.50589370727539,21.155811309814453,0.8022760141249202,0.500224232673645
3,Wanliu,31.212839126586914,19.39470863342285,0.8537550372225319,0.4995267689228058
3,Guanyuan,35.630943298339844,21.263687133789062,0.8251599836899464,0.48433616757392883
3,Aotizhongxin,34.76177978515625,20.50188636779785,0.8272952963289686,0.49457329511642456
3,Nongzhanguan,36.88248062133789,21.998804092407227,0.8264409175296842,0.4989807605743408
