lead_hour,station,rmse,mae,r2,rmsle
1,mean,21.36732880274455,13.050604661305746,0.9312994432299163,0.46686624238888424
2,mean,30.2140367825826,18.844451665878296,0.8644065523446739,0.5374151170253754
3,mean,34.79780435562134,20.665047645568848,0.8214776756444047,0.6905856281518936
4,mean,38.43551588058472,22.844871203104656,0.7826510192513146,0.6464681476354599
5,mean,41.36636543273926,25.139728546142578,0.7483368867581506,0.6274219503005346
6,mean,43.31190172831217,25.91826581954956,0.7242292920312307,0.6331716974576315
7,mean,44.89339097340902,26.833929538726807,0.7041301075188061,0.6472102651993433
8,mean,46.80376942952474,27.71854877471924,0.6787588575111078,0.7261995623509089
9,mean,48.20818583170573,28.310396671295166,0.6592989838467865,0.7180799941221873
10,mean,50.114913622538246,29.910361925760906,0.6316520139823404,0.9115551511446635
11,mean,50.841310818990074,29.89396905899048,0.6208227598327233,0.7833203971385956
12,mean,53.80409463246664,31.947433312733967,0.5751095411062669,0.9368775685628256
13,mean,53.5569543838501,31.94767649968465,0.5790148340811118,0.7410432746013006
14,mean,55.496809005737305,33.25352430343628,0.5471089908644471,0.9443264305591583
15,mean,57.17745113372803,34.194592316945396,0.5196543514915909,0.9003123790025711
16,mean,57.764832178751625,34.72421391805013,0.509366351550185,0.8466767817735672
17,mean,60.570016860961914,36.881531715393066,0.46044579837797955,1.026845912138621
18,mean,61.663515408833824,37.025092919667564,0.44090189453406653,0.9029050519069036
19,mean,62.522412618001304,38.004005432128906,0.4249823023872628,0.8922288169463476
20,mean,64.92784690856934,39.833327293395996,0.38048645889915383,1.0161378731330235
21,mean,67.02986526489258,40.90737724304199,0.33979570924541863,1.0134665717681248
22,mean,68.42030302683513,42.03552563985189,0.31160639282317354,1.0625025083621342
23,mean,68.6498556137085,42.29211839040121,0.3080348558161616,1.0081980774799983
24,mean,69.0205732981364,42.970685958862305,0.29979559845018866,0.98737899462382
